user_id,signup_date,channel,act_timestamp,act_type,Diff,members_activation
69912,2019-01-20,ORGANIC,2019-02-04,Select_Category,15.0,Not-Activated
16768,2019-01-08,ORGANIC,2019-01-24,Add_Flavour,16.0,Not-Activated
16768,2019-01-08,ORGANIC,2019-01-27,Select_Category,19.0,Not-Activated
91263,2019-01-18,ORGANIC,2019-01-18,Add_Flavour,0.0,Not-Activated
91263,2019-01-18,ORGANIC,2019-01-29,Select_Category,11.0,Not-Activated
1919,2019-01-16,ORGANIC,2019-01-18,Add_Flavour,2.0,Not-Activated
1919,2019-01-16,ORGANIC,2019-01-30,Select_Category,14.0,Not-Activated
68867,2019-01-24,ORGANIC,2019-02-02,Add_Flavour,9.0,Not-Activated
68867,2019-01-24,ORGANIC,2019-02-08,Select_Category,15.0,Not-Activated
29636,2019-01-11,PPC,2019-01-13,Add_Flavour,2.0,Not-Activated
29636,2019-01-11,PPC,2019-01-22,Select_Category,11.0,Not-Activated
16630,2019-01-07,PPC,2019-01-17,Add_Flavour,10.0,Not-Activated
16630,2019-01-07,PPC,2019-01-24,Select_Category,17.0,Not-Activated
31819,2019-01-23,EMAIL,2019-01-23,Add_Flavour,0.0,Not-Activated
31819,2019-01-23,EMAIL,2019-01-25,Select_Category,2.0,Not-Activated
77251,2019-01-18,ORGANIC,2019-01-19,Add_Flavour,1.0,Not-Activated
77251,2019-01-18,ORGANIC,2019-02-01,Select_Category,14.0,Not-Activated
93870,2019-01-11,ORGANIC,2019-01-15,Add_Flavour,4.0,Not-Activated
93870,2019-01-11,ORGANIC,2019-01-16,Select_Category,5.0,Not-Activated
15743,2019-01-03,PPC,2019-01-12,Add_Flavour,9.0,Not-Activated
15743,2019-01-03,PPC,2019-01-17,Select_Category,14.0,Not-Activated
94653,2019-01-21,PPC,2019-01-30,Add_Flavour,9.0,Not-Activated
94653,2019-01-21,PPC,2019-02-05,Select_Category,15.0,Not-Activated
54973,2019-01-09,ORGANIC,2019-01-25,Add_Flavour,16.0,Not-Activated
54973,2019-01-09,ORGANIC,2019-01-25,Select_Category,16.0,Not-Activated
96350,2019-01-08,ORGANIC,2019-01-08,Add_Flavour,0.0,Not-Activated
96350,2019-01-08,ORGANIC,2019-01-14,Select_Category,6.0,Not-Activated
50450,2019-01-20,PPC,2019-01-20,Add_Flavour,0.0,Not-Activated
50450,2019-01-20,PPC,2019-01-21,Select_Category,1.0,Not-Activated
32321,2019-01-04,EMAIL,2019-01-18,Add_Flavour,14.0,Not-Activated
32321,2019-01-04,EMAIL,2019-01-22,Select_Category,18.0,Not-Activated
51060,2019-01-08,ORGANIC,2019-01-16,Add_Flavour,8.0,Not-Activated
51060,2019-01-08,ORGANIC,2019-01-24,Select_Category,16.0,Not-Activated
22531,2019-01-06,ORGANIC,2019-01-12,Add_Flavour,6.0,Not-Activated
22531,2019-01-06,ORGANIC,2019-01-12,Select_Category,6.0,Not-Activated
38362,2019-01-21,ORGANIC,2019-02-04,Add_Flavour,14.0,Not-Activated
38362,2019-01-21,ORGANIC,2019-02-04,Select_Category,14.0,Not-Activated
42411,2019-01-13,ORGANIC,2019-01-25,Add_Flavour,12.0,Not-Activated
42411,2019-01-13,ORGANIC,2019-01-27,Select_Category,14.0,Not-Activated
46668,2019-01-07,PPC,2019-01-17,Add_Flavour,10.0,Not-Activated
46668,2019-01-07,PPC,2019-01-18,Select_Category,11.0,Not-Activated
51551,2019-01-14,ORGANIC,2019-01-23,Add_Flavour,9.0,Not-Activated
51551,2019-01-14,ORGANIC,2019-01-28,Select_Category,14.0,Not-Activated
49950,2019-01-17,ORGANIC,2019-02-02,Add_Flavour,16.0,Not-Activated
49950,2019-01-17,ORGANIC,2019-02-04,Select_Category,18.0,Not-Activated
93962,2019-01-24,PPC,2019-02-07,Add_Flavour,14.0,Not-Activated
93962,2019-01-24,PPC,2019-02-07,Select_Category,14.0,Not-Activated
7113,2019-01-17,PPC,2019-01-28,Add_Flavour,11.0,Not-Activated
7113,2019-01-17,PPC,2019-01-28,Select_Category,11.0,Not-Activated
95737,2019-01-13,ORGANIC,2019-01-19,Add_Flavour,6.0,Not-Activated
95737,2019-01-13,ORGANIC,2019-01-30,Select_Category,17.0,Not-Activated
37989,2019-01-09,PPC,2019-01-11,Add_Flavour,2.0,Not-Activated
37989,2019-01-09,PPC,2019-01-20,Select_Category,11.0,Not-Activated
75710,2019-01-17,ORGANIC,2019-02-03,Add_Flavour,17.0,Not-Activated
75710,2019-01-17,ORGANIC,2019-02-05,Select_Category,19.0,Not-Activated
34491,2019-01-04,PPC,2019-01-04,Add_Flavour,0.0,Not-Activated
34491,2019-01-04,PPC,2019-01-15,Select_Category,11.0,Not-Activated
12172,2019-01-13,ORGANIC,2019-01-25,Add_Flavour,12.0,Not-Activated
12172,2019-01-13,ORGANIC,2019-01-28,Select_Category,15.0,Not-Activated
72221,2019-01-15,PPC,2019-01-17,Add_Flavour,2.0,Not-Activated
72221,2019-01-15,PPC,2019-01-30,Select_Category,15.0,Not-Activated
13288,2019-01-21,PPC,2019-02-06,Add_Flavour,16.0,Not-Activated
13288,2019-01-21,PPC,2019-02-06,Select_Category,16.0,Not-Activated
33816,2019-01-16,ORGANIC,2019-01-17,Add_Flavour,1.0,Not-Activated
33816,2019-01-16,ORGANIC,2019-02-02,Select_Category,17.0,Not-Activated
56936,2019-01-21,PPC,2019-02-04,Add_Flavour,14.0,Not-Activated
56936,2019-01-21,PPC,2019-02-09,Select_Category,19.0,Not-Activated
50376,2019-01-05,PPC,2019-01-19,Add_Flavour,14.0,Not-Activated
50376,2019-01-05,PPC,2019-01-23,Select_Category,18.0,Not-Activated
84833,2019-01-03,ORGANIC,2019-01-07,Add_Flavour,4.0,Not-Activated
84833,2019-01-03,ORGANIC,2019-01-07,Select_Category,4.0,Not-Activated
77434,2019-01-21,PPC,2019-02-09,Add_Flavour,19.0,Not-Activated
77434,2019-01-21,PPC,2019-02-09,Select_Category,19.0,Not-Activated
19938,2019-01-27,PPC,2019-02-04,Add_Flavour,8.0,Not-Activated
19938,2019-01-27,PPC,2019-02-04,Select_Category,8.0,Not-Activated
55364,2019-01-27,ORGANIC,2019-01-28,Add_Flavour,1.0,Not-Activated
55364,2019-01-27,ORGANIC,2019-02-15,Select_Category,19.0,Not-Activated
69293,2019-01-11,ORGANIC,2019-01-11,Add_Flavour,0.0,Not-Activated
69293,2019-01-11,ORGANIC,2019-01-30,Select_Category,19.0,Not-Activated
20560,2019-01-17,ORGANIC,2019-02-04,Add_Flavour,18.0,Not-Activated
20560,2019-01-17,ORGANIC,2019-02-05,Select_Category,19.0,Not-Activated
35911,2019-01-05,PPC,2019-01-18,Add_Flavour,13.0,Not-Activated
35911,2019-01-05,PPC,2019-01-24,Select_Category,19.0,Not-Activated
13387,2019-01-13,PPC,2019-01-28,Add_Flavour,15.0,Not-Activated
13387,2019-01-13,PPC,2019-01-31,Select_Category,18.0,Not-Activated
81603,2019-01-02,ORGANIC,2019-01-08,Add_Flavour,6.0,Not-Activated
81603,2019-01-02,ORGANIC,2019-01-15,Select_Category,13.0,Not-Activated
6672,2019-01-08,PPC,2019-01-14,Add_Flavour,6.0,Not-Activated
6672,2019-01-08,PPC,2019-01-17,Select_Category,9.0,Not-Activated
63425,2019-01-21,PPC,2019-01-23,Add_Flavour,2.0,Not-Activated
63425,2019-01-21,PPC,2019-01-27,Select_Category,6.0,Not-Activated
53501,2019-01-03,EMAIL,2019-01-18,Add_Flavour,15.0,Not-Activated
53501,2019-01-03,EMAIL,2019-01-21,Select_Category,18.0,Not-Activated
48972,2019-01-12,ORGANIC,2019-01-18,Add_Flavour,6.0,Not-Activated
48972,2019-01-12,ORGANIC,2019-01-30,Select_Category,18.0,Not-Activated
64216,2019-01-13,ORGANIC,2019-01-28,Add_Flavour,15.0,Not-Activated
64216,2019-01-13,ORGANIC,2019-01-30,Select_Category,17.0,Not-Activated
12100,2019-01-03,PPC,2019-01-14,Add_Flavour,11.0,Not-Activated
12100,2019-01-03,PPC,2019-01-18,Select_Category,15.0,Not-Activated
97606,2019-01-23,PPC,2019-01-30,Add_Flavour,7.0,Activated
97606,2019-01-23,PPC,2019-02-02,Select_Category,10.0,Not-Activated
64627,2019-01-18,ORGANIC,2019-01-21,Add_Flavour,3.0,Not-Activated
64627,2019-01-18,ORGANIC,2019-01-23,Select_Category,5.0,Not-Activated
90158,2019-01-17,ORGANIC,2019-01-26,Add_Flavour,9.0,Not-Activated
90158,2019-01-17,ORGANIC,2019-02-01,Select_Category,15.0,Not-Activated
40607,2019-01-23,PPC,2019-02-09,Add_Flavour,17.0,Not-Activated
40607,2019-01-23,PPC,2019-02-10,Select_Category,18.0,Not-Activated
68363,2019-01-13,ORGANIC,2019-02-01,Add_Flavour,19.0,Not-Activated
68363,2019-01-13,ORGANIC,2019-02-01,Select_Category,19.0,Not-Activated
34838,2019-01-04,PPC,2019-01-04,Add_Flavour,0.0,Not-Activated
34838,2019-01-04,PPC,2019-01-17,Select_Category,13.0,Not-Activated
47642,2019-01-21,ORGANIC,2019-02-04,Add_Flavour,14.0,Not-Activated
47642,2019-01-21,ORGANIC,2019-02-05,Select_Category,15.0,Not-Activated
49541,2019-01-09,ORGANIC,2019-01-16,Add_Flavour,7.0,Activated
49541,2019-01-09,ORGANIC,2019-01-25,Select_Category,16.0,Not-Activated
8760,2019-01-19,PPC,2019-02-07,Add_Flavour,19.0,Not-Activated
8760,2019-01-19,PPC,2019-02-07,Select_Category,19.0,Not-Activated
14173,2019-01-11,PPC,2019-01-11,Add_Flavour,0.0,Not-Activated
14173,2019-01-11,PPC,2019-01-22,Select_Category,11.0,Not-Activated
87940,2019-01-16,ORGANIC,2019-01-30,Add_Flavour,14.0,Not-Activated
87940,2019-01-16,ORGANIC,2019-02-02,Select_Category,17.0,Not-Activated
51760,2019-01-10,PPC,2019-01-13,Add_Flavour,3.0,Not-Activated
51760,2019-01-10,PPC,2019-01-13,Select_Category,3.0,Not-Activated
41591,2019-01-17,ORGANIC,2019-02-02,Add_Flavour,16.0,Not-Activated
41591,2019-01-17,ORGANIC,2019-02-04,Select_Category,18.0,Not-Activated
89988,2019-01-11,ORGANIC,2019-01-23,Add_Flavour,12.0,Not-Activated
89988,2019-01-11,ORGANIC,2019-01-23,Select_Category,12.0,Not-Activated
66048,2019-01-16,ORGANIC,2019-01-27,Add_Flavour,11.0,Not-Activated
66048,2019-01-16,ORGANIC,2019-01-30,Select_Category,14.0,Not-Activated
61098,2019-01-24,ORGANIC,2019-01-29,Add_Flavour,5.0,Not-Activated
61098,2019-01-24,ORGANIC,2019-02-10,Select_Category,17.0,Not-Activated
79785,2019-01-16,ORGANIC,2019-01-20,Add_Flavour,4.0,Not-Activated
79785,2019-01-16,ORGANIC,2019-01-22,Select_Category,6.0,Not-Activated
21041,2019-01-09,PPC,2019-01-10,Add_Flavour,1.0,Not-Activated
21041,2019-01-09,PPC,2019-01-26,Select_Category,17.0,Not-Activated
53178,2019-01-24,EMAIL,2019-01-27,Add_Flavour,3.0,Not-Activated
53178,2019-01-24,EMAIL,2019-01-29,Select_Category,5.0,Not-Activated
63933,2019-01-21,ORGANIC,2019-01-21,Add_Flavour,0.0,Not-Activated
63933,2019-01-21,ORGANIC,2019-01-23,Select_Category,2.0,Not-Activated
10165,2019-01-16,PPC,2019-01-20,Add_Flavour,4.0,Not-Activated
10165,2019-01-16,PPC,2019-02-02,Select_Category,17.0,Not-Activated
64293,2019-01-26,ORGANIC,2019-02-07,Add_Flavour,12.0,Not-Activated
64293,2019-01-26,ORGANIC,2019-02-08,Select_Category,13.0,Not-Activated
24923,2019-01-18,PPC,2019-01-30,Add_Flavour,12.0,Not-Activated
24923,2019-01-18,PPC,2019-02-01,Select_Category,14.0,Not-Activated
94371,2019-01-06,ORGANIC,2019-01-11,Add_Flavour,5.0,Not-Activated
94371,2019-01-06,ORGANIC,2019-01-20,Select_Category,14.0,Not-Activated
70490,2019-01-24,ORGANIC,2019-02-03,Add_Flavour,10.0,Not-Activated
70490,2019-01-24,ORGANIC,2019-02-09,Select_Category,16.0,Not-Activated
23364,2019-01-27,PPC,2019-01-31,Add_Flavour,4.0,Not-Activated
23364,2019-01-27,PPC,2019-02-01,Select_Category,5.0,Not-Activated
2030,2019-01-24,PPC,2019-01-24,Add_Flavour,0.0,Not-Activated
2030,2019-01-24,PPC,2019-02-05,Select_Category,12.0,Not-Activated
57357,2019-01-02,PPC,2019-01-14,Add_Flavour,12.0,Not-Activated
57357,2019-01-02,PPC,2019-01-17,Select_Category,15.0,Not-Activated
52605,2019-01-14,ORGANIC,2019-01-17,Add_Flavour,3.0,Not-Activated
52605,2019-01-14,ORGANIC,2019-01-19,Select_Category,5.0,Not-Activated
67221,2019-01-03,ORGANIC,2019-01-08,Add_Flavour,5.0,Not-Activated
67221,2019-01-03,ORGANIC,2019-01-09,Select_Category,6.0,Not-Activated
3988,2019-01-18,ORGANIC,2019-01-27,Add_Flavour,9.0,Not-Activated
3988,2019-01-18,ORGANIC,2019-01-28,Select_Category,10.0,Not-Activated
22236,2019-01-16,PPC,2019-02-03,Add_Flavour,18.0,Not-Activated
22236,2019-01-16,PPC,2019-02-03,Select_Category,18.0,Not-Activated
98904,2019-01-17,ORGANIC,2019-01-20,Add_Flavour,3.0,Not-Activated
98904,2019-01-17,ORGANIC,2019-01-30,Select_Category,13.0,Not-Activated
82505,2019-01-05,PPC,2019-01-09,Add_Flavour,4.0,Not-Activated
82505,2019-01-05,PPC,2019-01-09,Select_Category,4.0,Not-Activated
57853,2019-01-12,PPC,2019-01-20,Add_Flavour,8.0,Not-Activated
57853,2019-01-12,PPC,2019-01-21,Select_Category,9.0,Not-Activated
29002,2019-01-13,ORGANIC,2019-01-25,Add_Flavour,12.0,Not-Activated
29002,2019-01-13,ORGANIC,2019-01-28,Select_Category,15.0,Not-Activated
97947,2019-01-16,PPC,2019-01-29,Add_Flavour,13.0,Not-Activated
97947,2019-01-16,PPC,2019-02-03,Select_Category,18.0,Not-Activated
74386,2019-01-18,ORGANIC,2019-01-18,Add_Flavour,0.0,Not-Activated
74386,2019-01-18,ORGANIC,2019-01-24,Select_Category,6.0,Not-Activated
38399,2019-01-23,ORGANIC,2019-01-28,Add_Flavour,5.0,Not-Activated
38399,2019-01-23,ORGANIC,2019-02-09,Select_Category,17.0,Not-Activated
60787,2019-01-12,ORGANIC,2019-01-28,Add_Flavour,16.0,Not-Activated
60787,2019-01-12,ORGANIC,2019-01-28,Select_Category,16.0,Not-Activated
34037,2019-01-24,EMAIL,2019-02-11,Add_Flavour,18.0,Not-Activated
34037,2019-01-24,EMAIL,2019-02-11,Select_Category,18.0,Not-Activated
42092,2019-01-27,EMAIL,2019-02-15,Add_Flavour,19.0,Not-Activated
42092,2019-01-27,EMAIL,2019-02-15,Select_Category,19.0,Not-Activated
70800,2019-01-12,ORGANIC,2019-01-20,Add_Flavour,8.0,Not-Activated
70800,2019-01-12,ORGANIC,2019-01-23,Select_Category,11.0,Not-Activated
73617,2019-01-07,ORGANIC,2019-01-13,Add_Flavour,6.0,Not-Activated
73617,2019-01-07,ORGANIC,2019-01-13,Select_Category,6.0,Not-Activated
38655,2019-01-06,ORGANIC,2019-01-20,Add_Flavour,14.0,Not-Activated
38655,2019-01-06,ORGANIC,2019-01-23,Select_Category,17.0,Not-Activated
49558,2019-01-17,ORGANIC,2019-01-17,Add_Flavour,0.0,Not-Activated
49558,2019-01-17,ORGANIC,2019-01-21,Select_Category,4.0,Not-Activated
94493,2019-01-21,PPC,2019-01-31,Add_Flavour,10.0,Not-Activated
94493,2019-01-21,PPC,2019-02-02,Select_Category,12.0,Not-Activated
17489,2019-01-13,EMAIL,2019-01-17,Add_Flavour,4.0,Not-Activated
17489,2019-01-13,EMAIL,2019-01-17,Select_Category,4.0,Not-Activated
73231,2019-01-20,PPC,2019-01-20,Add_Flavour,0.0,Not-Activated
73231,2019-01-20,PPC,2019-02-02,Select_Category,13.0,Not-Activated
15555,2019-01-15,ORGANIC,2019-01-18,Add_Flavour,3.0,Not-Activated
15555,2019-01-15,ORGANIC,2019-02-03,Select_Category,19.0,Not-Activated
73697,2019-01-15,PPC,2019-01-19,Add_Flavour,4.0,Not-Activated
73697,2019-01-15,PPC,2019-01-29,Select_Category,14.0,Not-Activated
40554,2019-01-12,ORGANIC,2019-01-13,Add_Flavour,1.0,Not-Activated
40554,2019-01-12,ORGANIC,2019-01-15,Select_Category,3.0,Not-Activated
90911,2019-01-04,ORGANIC,2019-01-09,Add_Flavour,5.0,Not-Activated
90911,2019-01-04,ORGANIC,2019-01-15,Select_Category,11.0,Not-Activated
72269,2019-01-12,PPC,2019-01-26,Add_Flavour,14.0,Not-Activated
72269,2019-01-12,PPC,2019-01-26,Select_Category,14.0,Not-Activated
36253,2019-01-18,ORGANIC,2019-01-26,Add_Flavour,8.0,Not-Activated
36253,2019-01-18,ORGANIC,2019-02-04,Select_Category,17.0,Not-Activated
90885,2019-01-11,ORGANIC,2019-01-12,Add_Flavour,1.0,Not-Activated
90885,2019-01-11,ORGANIC,2019-01-25,Select_Category,14.0,Not-Activated
77795,2019-01-23,ORGANIC,2019-02-08,Add_Flavour,16.0,Not-Activated
77795,2019-01-23,ORGANIC,2019-02-08,Select_Category,16.0,Not-Activated
16463,2019-01-05,ORGANIC,2019-01-17,Add_Flavour,12.0,Not-Activated
16463,2019-01-05,ORGANIC,2019-01-22,Select_Category,17.0,Not-Activated
51407,2019-01-13,ORGANIC,2019-01-18,Add_Flavour,5.0,Not-Activated
51407,2019-01-13,ORGANIC,2019-01-22,Select_Category,9.0,Not-Activated
94597,2019-01-02,ORGANIC,2019-01-06,Add_Flavour,4.0,Not-Activated
94597,2019-01-02,ORGANIC,2019-01-19,Select_Category,17.0,Not-Activated
70166,2019-01-11,ORGANIC,2019-01-16,Add_Flavour,5.0,Not-Activated
70166,2019-01-11,ORGANIC,2019-01-17,Select_Category,6.0,Not-Activated
73641,2019-01-13,PPC,2019-01-19,Add_Flavour,6.0,Not-Activated
73641,2019-01-13,PPC,2019-01-25,Select_Category,12.0,Not-Activated
33141,2019-01-03,ORGANIC,2019-01-18,Add_Flavour,15.0,Not-Activated
33141,2019-01-03,ORGANIC,2019-01-21,Select_Category,18.0,Not-Activated
30036,2019-01-26,EMAIL,2019-02-09,Add_Flavour,14.0,Not-Activated
30036,2019-01-26,EMAIL,2019-02-13,Select_Category,18.0,Not-Activated
61809,2019-01-18,ORGANIC,2019-02-03,Add_Flavour,16.0,Not-Activated
61809,2019-01-18,ORGANIC,2019-02-04,Select_Category,17.0,Not-Activated
98898,2019-01-02,ORGANIC,2019-01-06,Add_Flavour,4.0,Not-Activated
98898,2019-01-02,ORGANIC,2019-01-08,Select_Category,6.0,Not-Activated
4457,2019-01-19,EMAIL,2019-01-28,Add_Flavour,9.0,Not-Activated
4457,2019-01-19,EMAIL,2019-02-03,Select_Category,15.0,Not-Activated
68146,2019-01-02,ORGANIC,2019-01-11,Add_Flavour,9.0,Not-Activated
68146,2019-01-02,ORGANIC,2019-01-15,Select_Category,13.0,Not-Activated
61710,2019-01-09,PPC,2019-01-11,Add_Flavour,2.0,Not-Activated
61710,2019-01-09,PPC,2019-01-21,Select_Category,12.0,Not-Activated
1830,2019-01-05,EMAIL,2019-01-24,Add_Flavour,19.0,Not-Activated
1830,2019-01-05,EMAIL,2019-01-24,Select_Category,19.0,Not-Activated
5504,2019-01-22,PPC,2019-02-05,Add_Flavour,14.0,Not-Activated
5504,2019-01-22,PPC,2019-02-06,Select_Category,15.0,Not-Activated
4680,2019-01-20,ORGANIC,2019-02-01,Add_Flavour,12.0,Not-Activated
4680,2019-01-20,ORGANIC,2019-02-07,Select_Category,18.0,Not-Activated
43445,2019-01-19,PPC,2019-01-21,Add_Flavour,2.0,Not-Activated
43445,2019-01-19,PPC,2019-01-29,Select_Category,10.0,Not-Activated
8182,2019-01-16,ORGANIC,2019-01-20,Add_Flavour,4.0,Not-Activated
8182,2019-01-16,ORGANIC,2019-01-22,Select_Category,6.0,Not-Activated
50321,2019-01-15,ORGANIC,2019-02-02,Add_Flavour,18.0,Not-Activated
50321,2019-01-15,ORGANIC,2019-02-02,Select_Category,18.0,Not-Activated
33507,2019-01-21,ORGANIC,2019-01-25,Add_Flavour,4.0,Not-Activated
33507,2019-01-21,ORGANIC,2019-02-02,Select_Category,12.0,Not-Activated
40946,2019-01-06,ORGANIC,2019-01-12,Add_Flavour,6.0,Not-Activated
40946,2019-01-06,ORGANIC,2019-01-17,Select_Category,11.0,Not-Activated
86724,2019-01-10,ORGANIC,2019-01-12,Add_Flavour,2.0,Not-Activated
86724,2019-01-10,ORGANIC,2019-01-21,Select_Category,11.0,Not-Activated
12752,2019-01-14,ORGANIC,2019-01-15,Add_Flavour,1.0,Not-Activated
12752,2019-01-14,ORGANIC,2019-01-18,Select_Category,4.0,Not-Activated
6075,2019-01-19,ORGANIC,2019-01-25,Add_Flavour,6.0,Not-Activated
6075,2019-01-19,ORGANIC,2019-02-05,Select_Category,17.0,Not-Activated
78042,2019-01-13,PPC,2019-01-30,Add_Flavour,17.0,Not-Activated
78042,2019-01-13,PPC,2019-02-01,Select_Category,19.0,Not-Activated
54516,2019-01-09,ORGANIC,2019-01-14,Add_Flavour,5.0,Not-Activated
54516,2019-01-09,ORGANIC,2019-01-19,Select_Category,10.0,Not-Activated
13877,2019-01-20,PPC,2019-01-22,Add_Flavour,2.0,Not-Activated
13877,2019-01-20,PPC,2019-02-07,Select_Category,18.0,Not-Activated
65857,2019-01-20,PPC,2019-01-25,Add_Flavour,5.0,Not-Activated
65857,2019-01-20,PPC,2019-01-30,Select_Category,10.0,Not-Activated
62620,2019-01-17,EMAIL,2019-02-04,Add_Flavour,18.0,Not-Activated
62620,2019-01-17,EMAIL,2019-02-04,Select_Category,18.0,Not-Activated
61603,2019-01-27,ORGANIC,2019-02-08,Add_Flavour,12.0,Not-Activated
61603,2019-01-27,ORGANIC,2019-02-12,Select_Category,16.0,Not-Activated
81911,2019-01-13,PPC,2019-01-31,Add_Flavour,18.0,Not-Activated
81911,2019-01-13,PPC,2019-02-01,Select_Category,19.0,Not-Activated
57042,2019-01-09,PPC,2019-01-21,Add_Flavour,12.0,Not-Activated
57042,2019-01-09,PPC,2019-01-24,Select_Category,15.0,Not-Activated
30117,2019-01-09,ORGANIC,2019-01-28,Add_Flavour,19.0,Not-Activated
30117,2019-01-09,ORGANIC,2019-01-28,Select_Category,19.0,Not-Activated
13454,2019-01-12,PPC,2019-01-28,Add_Flavour,16.0,Not-Activated
13454,2019-01-12,PPC,2019-01-28,Select_Category,16.0,Not-Activated
3715,2019-01-21,ORGANIC,2019-01-27,Add_Flavour,6.0,Not-Activated
3715,2019-01-21,ORGANIC,2019-01-27,Select_Category,6.0,Not-Activated
52325,2019-01-15,ORGANIC,2019-01-21,Add_Flavour,6.0,Not-Activated
52325,2019-01-15,ORGANIC,2019-02-03,Select_Category,19.0,Not-Activated
31969,2019-01-16,ORGANIC,2019-02-01,Add_Flavour,16.0,Not-Activated
31969,2019-01-16,ORGANIC,2019-02-04,Select_Category,19.0,Not-Activated
24174,2019-01-10,ORGANIC,2019-01-16,Add_Flavour,6.0,Not-Activated
24174,2019-01-10,ORGANIC,2019-01-16,Select_Category,6.0,Not-Activated
29988,2019-01-27,ORGANIC,2019-01-30,Add_Flavour,3.0,Not-Activated
29988,2019-01-27,ORGANIC,2019-01-30,Select_Category,3.0,Not-Activated
41066,2019-01-11,ORGANIC,2019-01-11,Add_Flavour,0.0,Not-Activated
41066,2019-01-11,ORGANIC,2019-01-12,Select_Category,1.0,Not-Activated
93502,2019-01-20,ORGANIC,2019-01-24,Add_Flavour,4.0,Not-Activated
93502,2019-01-20,ORGANIC,2019-01-24,Select_Category,4.0,Not-Activated
36477,2019-01-06,ORGANIC,2019-01-06,Add_Flavour,0.0,Not-Activated
36477,2019-01-06,ORGANIC,2019-01-10,Select_Category,4.0,Not-Activated
27926,2019-01-07,ORGANIC,2019-01-11,Add_Flavour,4.0,Not-Activated
27926,2019-01-07,ORGANIC,2019-01-11,Select_Category,4.0,Not-Activated
98301,2019-01-24,ORGANIC,2019-02-02,Add_Flavour,9.0,Not-Activated
98301,2019-01-24,ORGANIC,2019-02-07,Select_Category,14.0,Not-Activated
6044,2019-01-16,ORGANIC,2019-01-20,Add_Flavour,4.0,Not-Activated
6044,2019-01-16,ORGANIC,2019-01-21,Select_Category,5.0,Not-Activated
46784,2019-01-10,PPC,2019-01-20,Add_Flavour,10.0,Not-Activated
46784,2019-01-10,PPC,2019-01-22,Select_Category,12.0,Not-Activated
53599,2019-01-26,PPC,2019-01-26,Add_Flavour,0.0,Not-Activated
