,user_id,act_timestamp,act_type
55,69912,2019-02-04,Select_Category
56,17259,2019-02-10,Add_Flavour
57,73952,2019-01-22,Add_Flavour
58,98000,2019-01-21,Add_Flavour
59,16768,2019-01-24,Add_Flavour
60,16768,2019-01-27,Select_Category
61,51529,2019-01-25,Add_Flavour
62,91263,2019-01-18,Add_Flavour
63,91263,2019-01-29,Select_Category
64,34005,2019-01-31,Add_Flavour
65,61009,2019-02-08,Add_Flavour
66,1919,2019-01-18,Add_Flavour
67,1919,2019-01-30,Select_Category
68,68867,2019-02-02,Add_Flavour
69,68867,2019-02-08,Select_Category
70,14029,2019-02-03,Add_Flavour
71,29636,2019-01-13,Add_Flavour
72,29636,2019-01-22,Select_Category
73,16630,2019-01-17,Add_Flavour
74,16630,2019-01-24,Select_Category
75,31819,2019-01-23,Add_Flavour
76,31819,2019-01-25,Select_Category
77,51036,2019-01-19,Add_Flavour
78,77251,2019-01-19,Add_Flavour
79,77251,2019-02-01,Select_Category
80,93870,2019-01-15,Add_Flavour
81,93870,2019-01-16,Select_Category
82,94788,2019-01-31,Add_Flavour
83,62945,2019-01-14,Add_Flavour
84,15743,2019-01-12,Add_Flavour
85,15743,2019-01-17,Select_Category
86,94653,2019-01-30,Add_Flavour
87,94653,2019-02-05,Select_Category
88,54973,2019-01-25,Add_Flavour
89,54973,2019-01-25,Select_Category
90,96350,2019-01-08,Add_Flavour
91,96350,2019-01-14,Select_Category
92,50450,2019-01-20,Add_Flavour
93,50450,2019-01-21,Select_Category
94,10697,2019-01-11,Add_Flavour
95,17895,2019-01-27,Add_Flavour
96,68328,2019-01-24,Add_Flavour
97,92429,2019-01-14,Add_Flavour
98,24629,2019-01-28,Add_Flavour
99,80334,2019-01-28,Add_Flavour
100,87946,2019-01-27,Add_Flavour
101,53997,2019-02-06,Add_Flavour
102,32321,2019-01-18,Add_Flavour
103,32321,2019-01-22,Select_Category
104,10584,2019-01-23,Add_Flavour
105,51060,2019-01-16,Add_Flavour
106,51060,2019-01-24,Select_Category
107,21399,2019-02-01,Add_Flavour
108,65366,2019-01-22,Add_Flavour
109,22531,2019-01-12,Add_Flavour
110,22531,2019-01-12,Select_Category
111,16040,2019-02-11,Add_Flavour
112,95170,2019-01-25,Add_Flavour
113,38362,2019-02-04,Add_Flavour
114,38362,2019-02-04,Select_Category
115,42411,2019-01-25,Add_Flavour
116,42411,2019-01-27,Select_Category
117,98506,2019-02-09,Add_Flavour
118,39355,2019-02-01,Add_Flavour
119,46668,2019-01-17,Add_Flavour
120,46668,2019-01-18,Select_Category
121,35815,2019-01-10,Add_Flavour
122,23098,2019-01-23,Add_Flavour
123,51551,2019-01-23,Add_Flavour
124,51551,2019-01-28,Select_Category
125,46351,2019-01-19,Add_Flavour
126,5884,2019-01-20,Add_Flavour
127,49950,2019-02-02,Add_Flavour
128,49950,2019-02-04,Select_Category
129,93962,2019-02-07,Add_Flavour
130,93962,2019-02-07,Select_Category
131,37450,2019-01-19,Add_Flavour
132,10580,2019-01-16,Add_Flavour
133,95076,2019-01-18,Add_Flavour
134,44124,2019-01-28,Add_Flavour
135,98879,2019-01-21,Add_Flavour
136,66880,2019-01-06,Add_Flavour
137,75280,2019-01-20,Add_Flavour
138,7113,2019-01-28,Add_Flavour
139,7113,2019-01-28,Select_Category
140,95737,2019-01-19,Add_Flavour
141,95737,2019-01-30,Select_Category
142,23270,2019-01-26,Add_Flavour
143,30697,2019-01-22,Add_Flavour
144,39788,2019-01-11,Add_Flavour
145,18572,2019-01-21,Add_Flavour
146,74001,2019-02-01,Add_Flavour
147,51192,2019-02-03,Add_Flavour
148,37989,2019-01-11,Add_Flavour
149,37989,2019-01-20,Select_Category
150,5373,2019-01-23,Add_Flavour
151,96953,2019-01-27,Add_Flavour
152,75710,2019-02-03,Add_Flavour
153,75710,2019-02-05,Select_Category
154,34491,2019-01-04,Add_Flavour
155,34491,2019-01-15,Select_Category
156,12172,2019-01-25,Add_Flavour
157,12172,2019-01-28,Select_Category
158,49119,2019-01-28,Add_Flavour
159,6295,2019-02-02,Add_Flavour
160,72221,2019-01-17,Add_Flavour
161,72221,2019-01-30,Select_Category
162,51169,2019-02-04,Add_Flavour
163,13288,2019-02-06,Add_Flavour
164,13288,2019-02-06,Select_Category
165,33816,2019-01-17,Add_Flavour
166,33816,2019-02-02,Select_Category
167,56936,2019-02-04,Add_Flavour
168,56936,2019-02-09,Select_Category
169,50376,2019-01-19,Add_Flavour
170,50376,2019-01-23,Select_Category
171,84833,2019-01-07,Add_Flavour
172,84833,2019-01-07,Select_Category
173,77434,2019-02-09,Add_Flavour
174,77434,2019-02-09,Select_Category
175,19938,2019-02-04,Add_Flavour
176,19938,2019-02-04,Select_Category
177,55364,2019-01-28,Add_Flavour
178,55364,2019-02-15,Select_Category
179,69293,2019-01-11,Add_Flavour
180,69293,2019-01-30,Select_Category
181,15342,2019-01-11,Add_Flavour
182,20560,2019-02-04,Add_Flavour
183,20560,2019-02-05,Select_Category
184,35911,2019-01-18,Add_Flavour
185,35911,2019-01-24,Select_Category
186,56709,2019-01-16,Add_Flavour
187,34657,2019-02-05,Add_Flavour
188,24395,2019-02-15,Add_Flavour
189,22156,2019-01-25,Add_Flavour
190,13387,2019-01-28,Add_Flavour
191,13387,2019-01-31,Select_Category
192,58261,2019-01-12,Add_Flavour
193,81603,2019-01-08,Add_Flavour
194,81603,2019-01-15,Select_Category
195,33169,2019-02-04,Add_Flavour
196,34383,2019-01-27,Add_Flavour
197,6672,2019-01-14,Add_Flavour
198,6672,2019-01-17,Select_Category
199,50157,2019-01-31,Add_Flavour
200,84734,2019-01-24,Add_Flavour
201,30924,2019-02-10,Add_Flavour
202,80143,2019-02-08,Add_Flavour
203,63425,2019-01-23,Add_Flavour
204,63425,2019-01-27,Select_Category
205,53501,2019-01-18,Add_Flavour
206,53501,2019-01-21,Select_Category
207,43729,2019-01-27,Add_Flavour
208,80113,2019-01-15,Add_Flavour
209,85284,2019-01-24,Add_Flavour
210,3583,2019-02-03,Add_Flavour
211,48972,2019-01-18,Add_Flavour
212,48972,2019-01-30,Select_Category
213,64216,2019-01-28,Add_Flavour
214,64216,2019-01-30,Select_Category
215,12100,2019-01-14,Add_Flavour
216,12100,2019-01-18,Select_Category
217,97606,2019-01-30,Add_Flavour
218,97606,2019-02-02,Select_Category
219,34224,2019-02-06,Add_Flavour
220,48197,2019-01-30,Add_Flavour
221,15221,2019-02-10,Add_Flavour
222,64627,2019-01-21,Add_Flavour
223,64627,2019-01-23,Select_Category
224,19763,2019-01-18,Add_Flavour
225,90158,2019-01-26,Add_Flavour
226,90158,2019-02-01,Select_Category
227,40607,2019-02-09,Add_Flavour
228,40607,2019-02-10,Select_Category
229,16720,2019-01-21,Add_Flavour
230,68363,2019-02-01,Add_Flavour
231,68363,2019-02-01,Select_Category
232,34838,2019-01-04,Add_Flavour
233,34838,2019-01-17,Select_Category
234,47642,2019-02-04,Add_Flavour
235,47642,2019-02-05,Select_Category
236,49541,2019-01-16,Add_Flavour
237,49541,2019-01-25,Select_Category
238,48494,2019-01-22,Add_Flavour
239,8760,2019-02-07,Add_Flavour
240,8760,2019-02-07,Select_Category
241,54550,2019-02-03,Add_Flavour
242,83011,2019-01-14,Add_Flavour
243,77063,2019-02-06,Add_Flavour
244,40868,2019-01-22,Add_Flavour
245,60863,2019-01-30,Add_Flavour
246,14173,2019-01-11,Add_Flavour
247,14173,2019-01-22,Select_Category
248,87940,2019-01-30,Add_Flavour
249,87940,2019-02-02,Select_Category
250,51760,2019-01-13,Add_Flavour
251,51760,2019-01-13,Select_Category
252,35673,2019-01-24,Add_Flavour
253,4640,2019-01-19,Add_Flavour
254,88473,2019-02-01,Add_Flavour
255,42550,2019-01-20,Add_Flavour
256,52690,2019-01-27,Add_Flavour
257,70472,2019-01-30,Add_Flavour
258,41591,2019-02-02,Add_Flavour
259,41591,2019-02-04,Select_Category
260,89988,2019-01-23,Add_Flavour
261,89988,2019-01-23,Select_Category
262,66048,2019-01-27,Add_Flavour
263,66048,2019-01-30,Select_Category
264,39362,2019-01-09,Add_Flavour
265,61098,2019-01-29,Add_Flavour
266,61098,2019-02-10,Select_Category
267,79785,2019-01-20,Add_Flavour
268,79785,2019-01-22,Select_Category
269,74795,2019-01-04,Add_Flavour
270,13036,2019-01-22,Add_Flavour
271,21041,2019-01-10,Add_Flavour
272,21041,2019-01-26,Select_Category
273,53178,2019-01-27,Add_Flavour
274,53178,2019-01-29,Select_Category
275,17445,2019-01-06,Add_Flavour
276,20056,2019-01-14,Add_Flavour
277,96947,2019-02-02,Add_Flavour
278,63933,2019-01-21,Add_Flavour
279,63933,2019-01-23,Select_Category
280,10165,2019-01-20,Add_Flavour
281,10165,2019-02-02,Select_Category
282,64293,2019-02-07,Add_Flavour
283,64293,2019-02-08,Select_Category
284,33674,2019-01-10,Add_Flavour
285,62369,2019-01-22,Add_Flavour
286,36571,2019-01-29,Add_Flavour
287,24923,2019-01-30,Add_Flavour
288,24923,2019-02-01,Select_Category
289,94371,2019-01-11,Add_Flavour
290,94371,2019-01-20,Select_Category
291,70490,2019-02-03,Add_Flavour
292,70490,2019-02-09,Select_Category
293,83976,2019-01-15,Add_Flavour
294,23364,2019-01-31,Add_Flavour
295,23364,2019-02-01,Select_Category
296,5642,2019-01-16,Add_Flavour
297,2030,2019-01-24,Add_Flavour
298,2030,2019-02-05,Select_Category
299,41017,2019-01-18,Add_Flavour
300,70459,2019-01-31,Add_Flavour
301,20503,2019-01-16,Add_Flavour
302,57357,2019-01-14,Add_Flavour
303,57357,2019-01-17,Select_Category
304,52605,2019-01-17,Add_Flavour
305,52605,2019-01-19,Select_Category
306,51308,2019-01-30,Add_Flavour
307,69694,2019-01-17,Add_Flavour
308,97139,2019-01-04,Add_Flavour
309,68808,2019-01-26,Add_Flavour
310,67221,2019-01-08,Add_Flavour
311,67221,2019-01-09,Select_Category
312,3988,2019-01-27,Add_Flavour
313,3988,2019-01-28,Select_Category
314,99110,2019-01-24,Add_Flavour
315,22236,2019-02-03,Add_Flavour
316,22236,2019-02-03,Select_Category
317,24422,2019-01-20,Add_Flavour
318,98904,2019-01-20,Add_Flavour
319,98904,2019-01-30,Select_Category
320,82505,2019-01-09,Add_Flavour
321,82505,2019-01-09,Select_Category
322,57853,2019-01-20,Add_Flavour
323,57853,2019-01-21,Select_Category
324,29002,2019-01-25,Add_Flavour
325,29002,2019-01-28,Select_Category
326,97947,2019-01-29,Add_Flavour
327,97947,2019-02-03,Select_Category
328,35299,2019-01-09,Add_Flavour
329,71189,2019-01-30,Add_Flavour
330,74386,2019-01-18,Add_Flavour
331,74386,2019-01-24,Select_Category
332,12887,2019-01-21,Add_Flavour
333,87102,2019-01-23,Add_Flavour
334,98807,2019-02-04,Add_Flavour
335,40580,2019-01-19,Add_Flavour
336,38399,2019-01-28,Add_Flavour
337,38399,2019-02-09,Select_Category
338,25452,2019-01-25,Add_Flavour
339,60787,2019-01-28,Add_Flavour
340,60787,2019-01-28,Select_Category
341,34037,2019-02-11,Add_Flavour
342,34037,2019-02-11,Select_Category
343,2023,2019-01-20,Add_Flavour
344,42092,2019-02-15,Add_Flavour
345,42092,2019-02-15,Select_Category
346,21397,2019-02-06,Add_Flavour
347,70800,2019-01-20,Add_Flavour
348,70800,2019-01-23,Select_Category
349,73617,2019-01-13,Add_Flavour
350,73617,2019-01-13,Select_Category
351,3393,2019-01-20,Add_Flavour
352,38655,2019-01-20,Add_Flavour
353,38655,2019-01-23,Select_Category
354,49558,2019-01-17,Add_Flavour
355,49558,2019-01-21,Select_Category
356,1521,2019-01-19,Add_Flavour
357,71117,2019-01-31,Add_Flavour
358,14944,2019-01-09,Add_Flavour
359,22513,2019-01-22,Add_Flavour
360,94493,2019-01-31,Add_Flavour
361,94493,2019-02-02,Select_Category
362,17489,2019-01-17,Add_Flavour
363,17489,2019-01-17,Select_Category
364,28157,2019-02-03,Add_Flavour
365,37396,2019-01-20,Add_Flavour
366,73231,2019-01-20,Add_Flavour
367,73231,2019-02-02,Select_Category
368,15555,2019-01-18,Add_Flavour
369,15555,2019-02-03,Select_Category
370,42073,2019-01-28,Add_Flavour
371,51976,2019-02-13,Add_Flavour
372,18299,2019-01-14,Add_Flavour
373,73697,2019-01-19,Add_Flavour
374,73697,2019-01-29,Select_Category
375,66951,2019-01-12,Add_Flavour
376,43343,2019-01-25,Add_Flavour
377,8809,2019-02-10,Add_Flavour
378,95298,2019-01-19,Add_Flavour
379,2986,2019-02-02,Add_Flavour
380,81362,2019-01-22,Add_Flavour
381,40554,2019-01-13,Add_Flavour
382,40554,2019-01-15,Select_Category
383,15581,2019-01-10,Add_Flavour
384,90911,2019-01-09,Add_Flavour
385,90911,2019-01-15,Select_Category
386,72269,2019-01-26,Add_Flavour
387,72269,2019-01-26,Select_Category
388,35063,2019-01-14,Add_Flavour
389,67264,2019-01-31,Add_Flavour
390,36253,2019-01-26,Add_Flavour
391,36253,2019-02-04,Select_Category
392,35925,2019-01-26,Add_Flavour
393,53440,2019-01-24,Add_Flavour
394,59907,2019-01-29,Add_Flavour
395,90885,2019-01-12,Add_Flavour
396,90885,2019-01-25,Select_Category
397,77795,2019-02-08,Add_Flavour
398,77795,2019-02-08,Select_Category
399,16463,2019-01-17,Add_Flavour
400,16463,2019-01-22,Select_Category
401,90368,2019-01-27,Add_Flavour
402,51407,2019-01-18,Add_Flavour
403,51407,2019-01-22,Select_Category
404,28092,2019-01-21,Add_Flavour
405,52832,2019-02-04,Add_Flavour
406,94597,2019-01-06,Add_Flavour
407,94597,2019-01-19,Select_Category
408,75622,2019-02-07,Add_Flavour
409,70166,2019-01-16,Add_Flavour
410,70166,2019-01-17,Select_Category
411,99009,2019-02-14,Add_Flavour
412,79500,2019-01-24,Add_Flavour
413,73641,2019-01-19,Add_Flavour
414,73641,2019-01-25,Select_Category
415,33141,2019-01-18,Add_Flavour
416,33141,2019-01-21,Select_Category
417,30036,2019-02-09,Add_Flavour
418,30036,2019-02-13,Select_Category
419,16117,2019-02-01,Add_Flavour
420,33734,2019-01-25,Add_Flavour
421,73139,2019-02-04,Add_Flavour
422,61809,2019-02-03,Add_Flavour
423,61809,2019-02-04,Select_Category
424,11998,2019-01-20,Add_Flavour
425,98898,2019-01-06,Add_Flavour
426,98898,2019-01-08,Select_Category
427,4457,2019-01-28,Add_Flavour
428,4457,2019-02-03,Select_Category
429,92078,2019-01-10,Add_Flavour
430,45860,2019-01-27,Add_Flavour
431,69244,2019-01-28,Add_Flavour
432,68146,2019-01-11,Add_Flavour
433,68146,2019-01-15,Select_Category
434,61710,2019-01-11,Add_Flavour
435,61710,2019-01-21,Select_Category
436,1830,2019-01-24,Add_Flavour
437,1830,2019-01-24,Select_Category
438,5504,2019-02-05,Add_Flavour
439,5504,2019-02-06,Select_Category
440,12731,2019-01-24,Add_Flavour
441,70876,2019-01-19,Add_Flavour
442,98191,2019-02-02,Add_Flavour
443,4680,2019-02-01,Add_Flavour
444,4680,2019-02-07,Select_Category
445,43445,2019-01-21,Add_Flavour
446,43445,2019-01-29,Select_Category
447,70601,2019-01-18,Add_Flavour
448,14618,2019-01-24,Add_Flavour
449,8182,2019-01-20,Add_Flavour
450,8182,2019-01-22,Select_Category
451,50321,2019-02-02,Add_Flavour
452,50321,2019-02-02,Select_Category
453,33507,2019-01-25,Add_Flavour
454,33507,2019-02-02,Select_Category
455,3210,2019-01-26,Add_Flavour
456,40946,2019-01-12,Add_Flavour
457,40946,2019-01-17,Select_Category
458,39752,2019-02-04,Add_Flavour
459,86724,2019-01-12,Add_Flavour
460,86724,2019-01-21,Select_Category
461,70557,2019-01-30,Add_Flavour
462,93222,2019-01-28,Add_Flavour
463,34171,2019-01-22,Add_Flavour
464,77474,2019-01-12,Add_Flavour
465,38927,2019-01-14,Add_Flavour
466,12752,2019-01-15,Add_Flavour
467,12752,2019-01-18,Select_Category
468,6075,2019-01-25,Add_Flavour
469,6075,2019-02-05,Select_Category
470,27212,2019-01-21,Add_Flavour
471,25136,2019-01-25,Add_Flavour
472,67593,2019-01-12,Add_Flavour
473,81858,2019-01-27,Add_Flavour
474,78042,2019-01-30,Add_Flavour
475,78042,2019-02-01,Select_Category
476,19084,2019-02-13,Add_Flavour
477,54516,2019-01-14,Add_Flavour
478,54516,2019-01-19,Select_Category
479,26288,2019-01-23,Add_Flavour
480,92358,2019-01-05,Add_Flavour
481,49092,2019-01-18,Add_Flavour
482,31603,2019-01-28,Add_Flavour
483,13877,2019-01-22,Add_Flavour
484,13877,2019-02-07,Select_Category
485,24657,2019-01-28,Add_Flavour
486,12235,2019-01-30,Add_Flavour
487,65857,2019-01-25,Add_Flavour
488,65857,2019-01-30,Select_Category
489,43821,2019-02-01,Add_Flavour
490,62620,2019-02-04,Add_Flavour
491,62620,2019-02-04,Select_Category
492,19862,2019-01-21,Add_Flavour
493,49577,2019-01-27,Add_Flavour
494,61603,2019-02-08,Add_Flavour
495,61603,2019-02-12,Select_Category
496,81911,2019-01-31,Add_Flavour
497,81911,2019-02-01,Select_Category
498,57042,2019-01-21,Add_Flavour
499,57042,2019-01-24,Select_Category
500,52548,2019-01-15,Add_Flavour
501,30117,2019-01-28,Add_Flavour
502,30117,2019-01-28,Select_Category
503,79552,2019-02-05,Add_Flavour
504,13454,2019-01-28,Add_Flavour
505,13454,2019-01-28,Select_Category
506,3715,2019-01-27,Add_Flavour
507,3715,2019-01-27,Select_Category
508,25395,2019-01-09,Add_Flavour
509,52325,2019-01-21,Add_Flavour
510,52325,2019-02-03,Select_Category
511,31969,2019-02-01,Add_Flavour
512,31969,2019-02-04,Select_Category
513,45232,2019-01-23,Add_Flavour
514,24174,2019-01-16,Add_Flavour
515,24174,2019-01-16,Select_Category
516,80909,2019-01-12,Add_Flavour
517,29988,2019-01-30,Add_Flavour
518,29988,2019-01-30,Select_Category
519,33172,2019-01-09,Add_Flavour
520,62905,2019-01-14,Add_Flavour
521,67733,2019-01-08,Add_Flavour
522,15587,2019-01-29,Add_Flavour
523,41066,2019-01-11,Add_Flavour
524,41066,2019-01-12,Select_Category
525,93502,2019-01-24,Add_Flavour
526,93502,2019-01-24,Select_Category
527,89939,2019-01-22,Add_Flavour
528,98492,2019-02-02,Add_Flavour
529,36477,2019-01-06,Add_Flavour
530,36477,2019-01-10,Select_Category
531,12743,2019-01-28,Add_Flavour
532,27926,2019-01-11,Add_Flavour
533,27926,2019-01-11,Select_Category
534,98301,2019-02-02,Add_Flavour
535,98301,2019-02-07,Select_Category
536,59730,2019-01-25,Add_Flavour
537,99146,2019-01-08,Add_Flavour
538,23673,2019-01-18,Add_Flavour
539,48327,2019-01-13,Add_Flavour
540,4142,2019-02-06,Add_Flavour
541,16376,2019-01-22,Add_Flavour
542,40778,2019-01-27,Add_Flavour
543,74109,2019-01-03,Add_Flavour
544,66431,2019-02-07,Add_Flavour
545,89463,2019-02-12,Add_Flavour
546,6044,2019-01-20,Add_Flavour
547,6044,2019-01-21,Select_Category
548,75256,2019-01-25,Add_Flavour
549,46784,2019-01-20,Add_Flavour
550,46784,2019-01-22,Select_Category
551,53599,2019-01-26,Add_Flavour
552,53599,2019-02-11,Select_Category
553,45247,2019-01-22,Add_Flavour
554,45247,2019-01-30,Select_Category
555,33268,2019-01-10,Add_Flavour
556,45757,2019-02-08,Add_Flavour
557,45757,2019-02-08,Select_Category
558,60163,2019-02-06,Add_Flavour
559,36179,2019-01-28,Add_Flavour
560,36179,2019-01-29,Select_Category
561,31734,2019-01-19,Add_Flavour
562,38281,2019-02-01,Add_Flavour
563,38281,2019-02-03,Select_Category
564,18606,2019-01-27,Add_Flavour
565,80658,2019-01-17,Add_Flavour
566,80658,2019-01-20,Select_Category
567,41815,2019-01-22,Add_Flavour
568,41815,2019-01-26,Select_Category
569,1146,2019-01-27,Add_Flavour
570,45390,2019-01-26,Add_Flavour
571,56974,2019-02-05,Add_Flavour
572,56974,2019-02-05,Select_Category
573,83027,2019-02-02,Add_Flavour
574,44713,2019-01-11,Add_Flavour
575,31820,2019-02-07,Add_Flavour
576,31954,2019-01-16,Add_Flavour
577,31954,2019-01-16,Select_Category
578,11497,2019-01-24,Add_Flavour
579,46601,2019-01-28,Add_Flavour
580,23618,2019-01-16,Add_Flavour
581,25444,2019-01-30,Add_Flavour
582,95085,2019-01-23,Add_Flavour
583,95085,2019-02-01,Select_Category
584,11991,2019-02-07,Add_Flavour
585,67285,2019-01-13,Add_Flavour
586,92002,2019-01-31,Add_Flavour
587,92002,2019-01-31,Select_Category
588,31429,2019-02-04,Add_Flavour
589,31429,2019-02-06,Select_Category
590,62109,2019-01-23,Add_Flavour
591,33999,2019-01-09,Add_Flavour
592,33999,2019-01-12,Select_Category
593,32881,2019-01-18,Add_Flavour
594,32881,2019-01-28,Select_Category
595,49163,2019-01-31,Add_Flavour
596,49163,2019-02-01,Select_Category
597,33781,2019-01-22,Add_Flavour
598,8578,2019-02-06,Add_Flavour
599,62434,2019-02-04,Add_Flavour
600,62135,2019-01-10,Add_Flavour
601,62135,2019-01-18,Select_Category
602,91467,2019-01-25,Add_Flavour
603,20627,2019-01-31,Add_Flavour
604,23115,2019-02-01,Add_Flavour
605,51046,2019-01-30,Add_Flavour
606,51046,2019-01-31,Select_Category
607,5377,2019-01-13,Add_Flavour
608,5377,2019-01-18,Select_Category
609,38047,2019-01-26,Add_Flavour
610,75814,2019-01-12,Add_Flavour
611,75814,2019-01-15,Select_Category
612,47755,2019-02-01,Add_Flavour
613,30142,2019-01-29,Add_Flavour
614,30142,2019-01-29,Select_Category
615,45327,2019-01-26,Add_Flavour
616,45327,2019-01-28,Select_Category
617,22309,2019-01-23,Add_Flavour
618,4262,2019-01-27,Add_Flavour
619,4262,2019-02-03,Select_Category
620,76414,2019-02-04,Add_Flavour
621,4287,2019-02-05,Add_Flavour
622,4287,2019-02-13,Select_Category
623,92819,2019-01-27,Add_Flavour
624,92819,2019-02-07,Select_Category
625,42715,2019-01-29,Add_Flavour
626,51023,2019-01-23,Add_Flavour
627,51023,2019-01-24,Select_Category
628,18697,2019-01-04,Add_Flavour
629,18697,2019-01-19,Select_Category
630,11919,2019-01-13,Add_Flavour
631,11919,2019-01-20,Select_Category
632,81831,2019-01-06,Add_Flavour
633,96387,2019-01-18,Add_Flavour
634,68391,2019-01-21,Add_Flavour
635,46496,2019-02-05,Add_Flavour
636,46496,2019-02-05,Select_Category
637,13941,2019-01-29,Add_Flavour
638,13941,2019-02-10,Select_Category
639,48353,2019-01-12,Add_Flavour
640,48353,2019-01-14,Select_Category
641,90664,2019-01-24,Add_Flavour
642,8790,2019-01-28,Add_Flavour
643,8790,2019-01-28,Select_Category
644,87233,2019-01-31,Add_Flavour
645,38993,2019-01-16,Add_Flavour
646,38993,2019-01-23,Select_Category
647,84408,2019-01-27,Add_Flavour
648,39199,2019-01-23,Add_Flavour
649,39199,2019-01-24,Select_Category
650,57195,2019-02-05,Add_Flavour
651,57195,2019-02-05,Select_Category
652,25213,2019-01-25,Add_Flavour
653,25213,2019-02-09,Select_Category
654,30691,2019-01-20,Add_Flavour
655,30691,2019-01-20,Select_Category
656,21624,2019-01-13,Add_Flavour
657,21624,2019-01-28,Select_Category
658,61605,2019-01-16,Add_Flavour
659,66769,2019-02-05,Add_Flavour
660,30256,2019-02-07,Add_Flavour
661,88751,2019-01-11,Add_Flavour
662,38284,2019-01-05,Add_Flavour
663,38284,2019-01-21,Select_Category
664,7717,2019-01-22,Add_Flavour
665,13914,2019-01-12,Add_Flavour
666,13914,2019-01-20,Select_Category
667,45920,2019-01-14,Add_Flavour
668,45920,2019-01-28,Select_Category
669,22047,2019-01-05,Add_Flavour
670,28860,2019-01-20,Add_Flavour
671,86261,2019-01-24,Add_Flavour
672,24799,2019-01-17,Add_Flavour
673,24799,2019-01-17,Select_Category
674,11791,2019-02-01,Add_Flavour
675,11791,2019-02-03,Select_Category
676,91839,2019-01-21,Add_Flavour
677,91839,2019-01-22,Select_Category
678,36276,2019-01-14,Add_Flavour
679,59440,2019-01-16,Add_Flavour
680,59440,2019-01-17,Select_Category
681,41047,2019-01-31,Add_Flavour
682,41047,2019-02-04,Select_Category
683,96677,2019-02-06,Add_Flavour
684,96677,2019-02-06,Select_Category
685,36362,2019-01-03,Add_Flavour
686,36362,2019-01-12,Select_Category
687,55836,2019-01-19,Add_Flavour
688,55836,2019-01-30,Select_Category
689,33191,2019-01-18,Add_Flavour
690,33191,2019-01-25,Select_Category
691,80702,2019-02-02,Add_Flavour
692,80702,2019-02-05,Select_Category
693,93778,2019-01-29,Add_Flavour
694,3267,2019-01-17,Add_Flavour
695,69256,2019-01-08,Add_Flavour
696,69256,2019-01-23,Select_Category
697,84693,2019-01-20,Add_Flavour
698,84693,2019-01-25,Select_Category
699,17210,2019-01-28,Add_Flavour
700,55972,2019-01-06,Add_Flavour
701,55972,2019-01-22,Select_Category
702,75653,2019-01-20,Add_Flavour
703,75653,2019-01-25,Select_Category
704,55002,2019-02-02,Add_Flavour
705,55002,2019-02-12,Select_Category
706,78302,2019-01-26,Add_Flavour
707,78302,2019-01-30,Select_Category
708,79286,2019-01-19,Add_Flavour
709,1784,2019-01-23,Add_Flavour
710,1784,2019-01-23,Select_Category
711,40371,2019-01-03,Add_Flavour
712,28081,2019-01-23,Add_Flavour
713,57282,2019-01-15,Add_Flavour
714,57282,2019-01-23,Select_Category
715,7748,2019-02-12,Add_Flavour
716,95129,2019-02-02,Add_Flavour
717,95129,2019-02-04,Select_Category
718,92531,2019-01-26,Add_Flavour
719,92531,2019-01-26,Select_Category
720,44307,2019-01-18,Add_Flavour
